ID, me,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
135233,Peter onta,M,23,180,65,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
124320,Jurgen Van Den Broeck,M,25,183,68,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Road Race, Individual", 
81152,Rosa Molina Arias,F,25,165,82,Chile,CHI,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Shot Put, 
73453,James Magnussen,M,21,198,94,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay, 
114119,Giulia Staccioli,F,20,173,56,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual, 
113228,Jnos Sre,M,25,172,66,Hungary,HUN,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's 1,000 metres Time Trial", 
17836,Yasemin Can,F,19,166,49,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres", 
59480,Taras Yuryevich Khtey,M,30,205,109,Russia,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
52397,Carlos Isaac,M,24,178,62,Argentina,ARG,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay, 
10483,Evy Margareta Berggren (-Westerberg),F,18,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,Gold
47056,Gerhart Hecker,M,26,178,66,Hungary,HUN,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 3,000 metres Steeplechase", 
27911,Bart Deurloo,M,25,170,65,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise, 
28458,Ullrich Diener,M,25,189,83,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Fours,Gold
122761,"Rebecca Ann ""Becky"" Turner",F,18,,,United States,USA,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group, 
66364,Harold Mansfield Lane,M,33,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,Silver
53275,Khashaba Dadasaheb  Jahdav,M,25,,,India,IND,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
92234,Ion Pun,M,25,165,68,Romania,ROU,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Featherweight, Greco-Roman", 
69217,Dale Folsom Lewis,M,23,185,113,United States,USA,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman", 
104336,Ahmed Sad,M,27,164,48,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Flyweight, 
98067,Grayna Rabsztyn,F,23,172,63,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 100 metres Hurdles, 
47875,Aurora Heredia,F,20,176,77,Peru,PER,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball, 
111504,Nils Einar Sjberg,M,27,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault, 
88458,Seikan Oki,M,25,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay, 
50942,Esa Juhani Hukkanen,M,25,183,78.5,Finland,FIN,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Middleweight, 
74458,Carl Hans Theodor Manicus-Hansen,M,28,,,Denmark,DEN,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Silver
69003,Stphane Lessard,M,26,176,90,France,FRA,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey, 
12582,John Patrick Bodden,M,36,175,68,Cayman Islands,CAY,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Keelboat, 
126135,Mark Andreas Cornelis Versfeld,M,24,186,75,Canada,CAN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke, 
108220,Martina efkov,F,21,184,82,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights, 
47930,Jnis Hermanis,M,21,186,80,Latvia,LAT,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres, 
120428,Tin Sein,M,21,171,62,Myanmar,MYA,1972 Summer,1972,Summer,Munich,Football,Football Men's Football, 
64441,Mariya Yevgenyevna Kryuchkova,F,16,150,39,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise, 
91766,Katalin Parragh,F,20,155,54,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Half-Lightweight, 
122939,"Danielle M. ""Dani"" Tyler",F,21,167,,United States,USA,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Gold
18196,Augusto Manuel Ferreira Cardoso Pereira,M,35,172,65,Portugal,POR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 50 kilometres Walk, 
69891,Lim Chiow Chuan,M,26,,,Malaysia,MAS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey, 
5296,Arqumedes Arrieta,M,18,,,Uruguay,URU,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Featherweight, 
93893,Peter Geltzer Petersen,M,31,,,Denmark,DEN,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team", 
113554,Sren Fjordback Sndergaard,M,22,177,63,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight, 
132442,Kaori Yanase,F,16,167,61,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle, 
33219,Fabio Espinosa,M,24,170,69,Colombia,COL,1972 Summer,1972,Summer,Munich,Football,Football Men's Football, 
10021,Maja Benedii,F,24,172,60,Slovenia,SLO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's Team Sprint, 
20672,Moustafa Chichi Raghimi,M,19,172,68,Iran,IRI,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial, 
4395,Subbaiah Anjaparavanda Bopaiah,M,25,169,60,India,IND,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey, 
37098,Andrew Freshwater,M,24,,,Great Britain,GBR,1998 Winter,1998,Winter, gano,Alpine Skiing,Alpine Skiing Men's Combined, 
32912,Rolf Georg Ericsson (-Hemlin),M,29,,,Sweden,SWE,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey, 
26155,Hctor Ladrn de Guevara,M,20,172,65,Peru,PER,1960 Summer,1960,Summer,Roma,Football,Football Men's Football, 
52873,Yekaterina Gennadyevna Ivanova (-Vinogradova),F,28,174,63,Belarus,BLR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint, 
13362,"Mitchell Jay ""Mitch"" Booth",M,33,169,78,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Multihull,Silver
103281,Vitaly Ivanovich Rudnitsky,M,21,164,61,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Rings, 
70622,Liu Ping,F,21,174,70,China,CHN,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo, 
30106,Sergey Mikhaylovich Drozdov,M,34,183,81,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo, 
108373,Hubert Seiz,M,19,167,59,Switzerland,SUI,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's Road Race, Individual", 
123235,Ivar Michal Ulekleiv,M,27,180,73,Norway,NOR,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 10 kilometres Sprint, 
21141,Rodolfo Choperena Irizarri,M,31,,,Mexico,MEX,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Bronze
53886,Patrik Inge Johan Jrbyn,M,28,181,85,Sweden,SWE,1998 Winter,1998,Winter, gano,Alpine Skiing,Alpine Skiing Men's Super G, 
115082,"Lawrence ""Laurie"" Stevens",M,19,,,South Africa,RSA,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,Gold
36823,Malene Franzen,F,17,164,44,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual, 
955,Jikirum Adjaluddin,M,25,,,Philippines,PHI,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 200 metres Breaststroke, 
87257,Alf Nrgaard,M,35,,,Norway,NOR,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings, 
67775,Alexandre Dae Jin Lee,M,26,170,60,Brazil,BRA,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Extra-Lightweight, 
48137,Carl Vctor Herrera Alleyne,M,25,205,102,Venezuela,VEN,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball, 
33886,Rolf Falk-Larssen,M,23,173,67,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 5,000 metres", 
97703,Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-),F,34,163,55,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
83708,Maria Musso,F,21,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 80 metres Hurdles, 
126443,"Maria ""Rie"" Vierdag (-Smit)",F,22,170,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay, 
6379,Omar Ba,M,22,,,Senegal,SEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay, 
80018,Predrag Milo,M,21,187,79,Yugoslavia,YUG,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Backstroke, 
134084,Ernst Zaugg,M,26,184,70,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay, 
101583,Warren Rock,M,34,176,73,Australia,AUS,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Multihull, 
107211,Julian Frank Schmitz,M,22,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around, 
51459,Anne-Mari Hyrylinen (Koskinen-),F,37,168,50,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon, 
89890,"Mihael ""Miha"" Oswald",M,,,,Yugoslavia,YUG,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around, 
55599,Jlus Jnasson,M,27,,,Iceland,ISL,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball, 
110628,Genevive Simard,F,21,170,66,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Super G, 
104688,"Terence John ""Terry"" Sale",M,21,166,,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horizontal Bar, 
13490,Margret Borgs (-Mund),F,19,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Women's Platform, 
81814,Luis Alonso Morn Servelln,M,33,185,100,Honduras,HON,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Heavyweight, 
134864,Zhu Yingwen,F,22,173,67,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay, 
90740,Karin Sofia Paldanius,F,33,180,75,Sweden,SWE,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 200 metres", 
32157,Selim El-Sayed,M,,,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around, 
82907,Atif Kamal Muhammad Hussain,M,32,180,86,Guam,GUM,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Heavyweight, 
98821,Kikkan Lewis Randall (-Ellis),F,23,165,60,United States,USA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's Team Sprint, 
127826,Kirsty Margaret Wade (McDermott-),F,26,169,56,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 800 metres, 
65177,Stefan Otto Kurpas,M,29,182,82,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Freestyle", 
108399,Aya Sekine,F,18,157,44,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Balance Beam, 
100348,Ri Myong-Sun,F,24,163,53,North Korea,PRK,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team, 
24051,Ndia Vanda Sousa Eloy Cruz,F,17,159,50,Angola,ANG,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Breaststroke, 
20958,Choe Hyong-Gil,M,27,159,54,North Korea,PRK,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Platform, 
130628,"Brenda Lilian Williams (Mander-, Hickman-)",F,65,162,53,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Dressage, Individual", 
30414,Annette Duetz,F,23,180,74,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff, 
110189,Gerardus Gijsbertus Siderius,M,22,,,Netherlands,NED,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres", 
120848,Lon Tom,M,23,180,82,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Foil, Individual", 
8560,Batgereliin Mngntuyaa,F,19,163,51,Mongolia,MGL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 400 metres, 
109431,"Michael ""Mike"" Shea",M,32,181,89,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey, 
27380,"Cynthia ""Janay"" DeLoach (-Soukup)",F,26,166,58,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Long Jump,Bronze
34798,Charles Fernndez,M,20,181,74,Guatemala,GUA,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual, 
17488,Romana Calligaris,F,27,173,62,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle, 
130118,Wi Jae-Wook,M,18,,,South Korea,KOR,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres, 
112865,Armand Solbach,M,24,,,France,FRA,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Pommelled Horse, 
31952, deen Ahmad Ali El-Dawlatly,F,23,162,54,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team, 
36524,ngel Fournier Rodrguez,M,24,198,108,Cuba,CUB,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Single Sculls, 
57328,Inna Vitalyevna Kapishina,F,19,170,56,Belarus,BLR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke, 
18794,Raffaello Caserta,M,23,181,76,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Sabre, Team",Bronze
100602,Elena Richter,F,23,174,67,Germany,GER,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual, 
30099,Anabel Drousiotou,F,14,162,52,Cyprus,CYP,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Backstroke, 
113210,Chainarong Sophonpong,M,20,166,62,Thailand,THA,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual", 
21976,Robin Clegg,M,28,175,70,Canada,CAN,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint, 
93378,Mercedes Prez Hernndez,F,22,176,76,Cuba,CUB,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Women's Volleyball, 
134482,Zhang Jingjin,M,18,165,53,China,CHN,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Rings, 
27468,Luke Demetre,M,23,188,104,Canada-3,CAN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four, 
102448,Flix Andr Roosemont,M,27,,,Belgium,BEL,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball, 
97781,Qiu Jian,M,33,176,81,China,CHN,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres", 
101694,Pedro Afonso Rodrigues,M,21,181,72,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles, 
14798,Jarosaw Brawata,M,24,176,80,Poland,POL,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Middleweight, 
122428,Khristo Tsvetanov,M,30,198,85,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball, 
51099,Sarah Louise Hunter-Jones,F,25,178,73,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights, 
65153,Edi Kurniawan,M,20,166,69,Indonesia,INA,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Lightweight, 
40584,Sylvie Giry-Rousset,F,26,167,61,France,FRA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres, 
128558,Wang Shijia,F,22,174,63,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay, 
12142,Suzette Blanco Saiz,F,20,153,50,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around, 
32389,Steven Elm,M,22,185,82,Canada,CAN,1998 Winter,1998,Winter, gano,Speed Skating,"Speed Skating Men's 5,000 metres", 
48596,Sean Ronald Hill,M,21,183,92,United States,USA,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey, 
33106,Jos Eustaquio Luis Francisco Escandn y Barrn,M,38,,,A North American Team,MEX,1900 Summer,1900,Summer,Paris,Polo,Polo Men's Polo,Bronze
47634,Clare J. Henley-Halsted,F,24,160,57,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Women's Foil, Team", 
90684,Boonterm Pakpuang,M,31,,,Thailand,THA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay, 
115007,Anna Maria Stera-Kustucz,F,23,171,52,Poland,POL,1998 Winter,1998,Winter, gano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay, 
20461,Martin Simon Cheracov Selvin,M,26,,,Costa Rica,CRC,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Giant Slalom, 
23505,Piedade Coutinho-Tavares da Silva,F,28,,,Brazil,BRA,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Freestyle, 
9199,Cornelus Lambertus Josephus Becker,M,21,,,Netherlands,NED,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around, 
15922,Sveinn Brynjlfsson,M,22,,,Iceland,ISL,1998 Winter,1998,Winter, gano,Alpine Skiing,Alpine Skiing Men's Slalom, 
62227,Johann Koller,M,27,,,Austria,AUT,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey, 
102203,Ana Roman,F,18,165,59,Romania,ROU,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay, 
72546,Ian Luxford,M,23,188,87,Australia,AUS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Pairs, 
96050,Laia Pons Areas,F,19,168,57,Spain,ESP,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
77684,R. Angus McKenzie,M,24,174,63,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team", 
69785,Liew Foh Sin,M,,,,Malaya,MAL,1956 Summer,1956,Summer,Melbourne,Shooting,Shooting Men's Trap, 
105986,Eiken Sato,M,22,164,55,Japan,JPN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual", 
133609,Stanislav Vyacheslavovich Zabrodsky,M,30,187,72,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Men's Team, 
60794,Gerg Kis,M,24,184,81,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle", 
51071,"Cottrell James ""C. J."" Hunter, III",M,27,186,149,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put, 
107291,Siegfried Schneider,M,32,193,84,East Germany,GDR,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Men's Volleyball,Silver
99747,Sarah E. Reilly (Oxley-),F,27,165,56,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 200 metres, 
112152,Vladimir Mikhaylovich Smirnov,M,27,185,85,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres, 
131650,Witold Woyda,M,25,168,63,Poland,POL,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Team",Silver
7553,Blair Cameron Bann,M,28,184,84,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball, 
130795,Blaine Carew Wilson,M,30,163,62,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around, 
61535,Mario Kngler,M,29,176,74,Austria,AUT,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres", 
80359,Konstantinos Misonginis,M,,,,"Life boat naval ship ""Spetsai""-1",GRE,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's 6-Man Naval Rowing Boats,Silver
81307,Roman Vitalyevich Monchenko,M,31,180,105,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze
14112,Jol Denis Bourgeois,M,29,175,58,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 3,000 metres Steeplechase", 
126521,Lucas Martn Vila,M,25,172,75,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey, 
59278,Evangelos Kheimonas,M,32,180,82,Greece,GRE,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Dinghy, 
123567,Konstantin Vyacheslavovich Ushkov,M,23,188,78,Kyrgyzstan,KGZ,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Butterfly, 
69043,William Letriz,M,30,165,82,Puerto Rico,PUR,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Light-Heavyweight, 
48552,Albert George Hill,M,31,178,72,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 800 metres,Gold
78966,Katharine Merry,F,21,173,62,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 200 metres, 
19252,Andrea Cecon,M,23,175,60,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,"Ski Jumping Men's Large Hill, Team", 
94612,Maksim Pichugin,M,23,182,74,Russia,RUS,1998 Winter,1998,Winter, gano,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres, 
104734,Roza Galyamovna Salikhova,F,27,174,70,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Women's Volleyball,Gold
127079,Daniel Vogt,M,19,179,80,Liechtenstein,LIE,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Combined, 
61965,Leopold Kohl,M,33,,,Austria,AUT,1964 Winter,1964,Winter,Innsbruck,Nordic Combined,Nordic Combined Men's Individual, 
106432,Giacomo Scalet,M,26,,,Italy,ITA,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres, 
96203,Veronika Andreyevna Popova,F,21,182,68,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Freestyle, 
22307,Thibault Colard,M,24,187,70,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
83532,John Leonard Murphy,M,25,180,68,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's High Jump, 
47153,Jzsef Hegeds,M,22,,,Hungary,HUN,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around, 
62425,Georg Konermann,M,24,196,92,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours, 
66416, ncy Jebet Langat,F,26,153,49,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 1,500 metres",Gold
85145,Gary Malcolm Neiwand,M,25,176,86,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's Sprint,Silver
61645,Marthe Koala,F,18,177,69,Burkina Faso,BUR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles, 
90677,"Athanasios ""Thanasis"" Pakhoumas",M,26,175,72,Greece,GRE,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Two Person Dinghy, 
96032,Ralf Pnitzsch,M,22,186,73,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase", 
13128,Aleksey Petrovich Bondarenko,M,22,160,58,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse, 
126684,Toomas Vilpart,M,20,190,82,Estonia,EST,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Fours, 
66116,Marie-Pierre Lamarche,F,19,165,55,Canada,CAN,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 1,000 metres", 
28501,Alex Walter Diggelmann,M,33,,,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts", 
89105,John Thomas O'Neil,M,25,177,,United States,USA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
101069,Reinhard Ritter,M,27,163,55,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings, 
21404,Serhiy Oleksiyovych Chukhrai,M,25,184,84,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
64680,"Jean ""Jey"" Kugeler",M,38,,,Luxembourg,LUX,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Rings, 
95482,Pavel Ploc,M,23,175,62,Czechoslovakia,TCH,1988 Winter,1988,Winter,Calgary,Ski Jumping,"Ski Jumping Men's Large Hill, Team", 
